lesion_name,dataset_id,dataset_name,p,r,tp,fp,fn,volume,pred_volume
ULSDL3D_000578_02_01_059_lesion_01.nii.gz,7,ct+seg+2mask,0.896,0.965,11928,1382,430,12358.0,13310
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,1,ct,0.226,0.889,273,935,34,307.0,1208
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,2,ct+seg,0.609,0.844,259,166,48,307.0,425
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,3,ct+seg+box,0.975,0.769,236,6,71,307.0,242
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,5,ct+seg+2box,0.931,0.785,241,18,66,307.0,259
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,6,ct+seg+mask,0.923,0.782,240,20,67,307.0,260
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,7,ct+seg+2mask,0.936,0.765,235,16,72,307.0,251
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,1,ct,0.0,0.0,0,716,470,470.0,716
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,969,470,470.0,969
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,3,ct+seg+box,0.944,0.749,352,21,118,470.0,373
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,5,ct+seg+2box,0.95,0.815,383,20,87,470.0,403
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,6,ct+seg+mask,0.985,0.845,397,6,73,470.0,403
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,7,ct+seg+2mask,0.964,0.909,427,16,43,470.0,443
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,1,ct,0.0,0.0,0,961,7482,7482.0,961
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,376,7482,7482.0,376
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,3,ct+seg+box,0.76,0.511,3825,1207,3657,7482.0,5032
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,5,ct+seg+2box,0.823,0.789,5905,1272,1577,7482.0,7177
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,6,ct+seg+mask,0.904,0.478,3575,378,3907,7482.0,3953
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,7,ct+seg+2mask,0.92,0.779,5829,507,1653,7482.0,6336
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,1,ct,0.926,0.787,1494,120,404,1898.0,1614
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,2,ct+seg,0.99,0.711,1350,14,548,1898.0,1364
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,3,ct+seg+box,0.916,0.499,948,87,950,1898.0,1035
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,5,ct+seg+2box,0.954,0.699,1327,64,571,1898.0,1391
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,6,ct+seg+mask,0.895,0.604,1147,134,751,1898.0,1281
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,7,ct+seg+2mask,0.987,0.659,1250,16,648,1898.0,1266
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,1,ct,0.0,0.0,0,1327,163,163.0,1327
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,2,ct+seg,0.14,0.479,78,478,85,163.0,556
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,3,ct+seg+box,0.593,0.822,134,92,29,163.0,226
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,5,ct+seg+2box,0.794,0.877,143,37,20,163.0,180
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,6,ct+seg+mask,0.663,0.847,138,70,25,163.0,208
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,7,ct+seg+2mask,0.856,0.951,155,26,8,163.0,181
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,1,ct,0.205,0.874,167,646,24,191.0,813
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,2,ct+seg,0.951,0.717,137,7,54,191.0,144
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,3,ct+seg+box,0.933,0.869,166,12,25,191.0,178
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,5,ct+seg+2box,0.844,0.88,168,31,23,191.0,199
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,6,ct+seg+mask,0.841,0.859,164,31,27,191.0,195
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,7,ct+seg+2mask,0.921,0.921,176,15,15,191.0,191
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,1,ct,0.112,0.296,212,1678,504,716.0,1890
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,2,ct+seg,0.988,0.559,400,5,316,716.0,405
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,716,716.0,0
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,5,ct+seg+2box,0.825,0.552,395,84,321,716.0,479
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,0,716,716.0,0
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,7,ct+seg+2mask,0.971,0.617,442,13,274,716.0,455
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,1,ct,0.0,0.0,0,2772,1294,1294.0,2772
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,211,1294,1294.0,211
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,3,ct+seg+box,0.915,0.591,765,71,529,1294.0,836
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,5,ct+seg+2box,0.886,0.706,914,118,380,1294.0,1032
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,6,ct+seg+mask,0.897,0.652,844,97,450,1294.0,941
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,7,ct+seg+2mask,0.956,0.662,857,39,437,1294.0,896
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,1,ct,0.0,0.0,0,979,189,189.0,979
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,2,ct+seg,0.528,0.646,122,109,67,189.0,231
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,3,ct+seg+box,0.839,0.746,141,27,48,189.0,168
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,5,ct+seg+2box,0.794,0.735,139,36,50,189.0,175
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,6,ct+seg+mask,0.727,0.804,152,57,37,189.0,209
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,7,ct+seg+2mask,0.945,0.725,137,8,52,189.0,145
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,1,ct,0.0,0.0,0,1365,557,557.0,1365
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,5491,557,557.0,5491
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,3,ct+seg+box,0.844,0.797,444,82,113,557.0,526
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,5,ct+seg+2box,0.8,0.86,479,120,78,557.0,599
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,6,ct+seg+mask,0.872,0.907,505,74,52,557.0,579
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,7,ct+seg+2mask,0.865,0.874,487,76,70,557.0,563
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,1,ct,0.414,0.728,281,398,105,386.0,679
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,2,ct+seg,0.728,0.972,375,140,11,386.0,515
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,3,ct+seg+box,0.783,0.516,199,55,187,386.0,254
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,5,ct+seg+2box,0.857,0.837,323,54,63,386.0,377
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,6,ct+seg+mask,0.881,0.557,215,29,171,386.0,244
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,7,ct+seg+2mask,0.946,0.687,265,15,121,386.0,280
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,1,ct,0.246,0.827,825,2531,172,997.0,3356
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,2,ct+seg,0.876,0.664,662,94,335,997.0,756
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,3,ct+seg+box,0.837,0.759,757,147,240,997.0,904
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,5,ct+seg+2box,0.855,0.728,726,123,271,997.0,849
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,6,ct+seg+mask,0.884,0.782,780,102,217,997.0,882
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,7,ct+seg+2mask,0.946,0.68,678,39,319,997.0,717
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,1,ct,0.0,0.0,0,409,18852,18852.0,409
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,2,ct+seg,0.767,0.076,1429,434,17423,18852.0,1863
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,3,ct+seg+box,0.633,0.913,17218,9962,1634,18852.0,27180
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,5,ct+seg+2box,0.825,0.87,16410,3471,2442,18852.0,19881
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,6,ct+seg+mask,0.645,0.949,17886,9842,966,18852.0,27728
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,7,ct+seg+2mask,0.912,0.96,18092,1747,760,18852.0,19839
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,1,ct,0.0,0.0,0,1,2196,2196.0,1
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,2,ct+seg,0.136,0.985,2164,13710,32,2196.0,15874
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,3,ct+seg+box,0.665,0.937,2057,1034,139,2196.0,3091
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,5,ct+seg+2box,0.78,0.946,2078,585,118,2196.0,2663
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,6,ct+seg+mask,0.665,0.994,2182,1100,14,2196.0,3282
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,7,ct+seg+2mask,0.87,0.957,2102,314,94,2196.0,2416
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,1,ct,0.958,0.263,251,11,704,955.0,262
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,2,ct+seg,0.859,0.713,681,112,274,955.0,793
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,3,ct+seg+box,0.959,0.272,260,11,695,955.0,271
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,5,ct+seg+2box,0.926,0.641,612,49,343,955.0,661
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,6,ct+seg+mask,0.963,0.359,343,13,612,955.0,356
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,7,ct+seg+2mask,0.916,0.868,829,76,126,955.0,905
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,1,ct,0.281,0.879,1062,2716,146,1208.0,3778
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,2,ct+seg,0.336,0.581,702,1388,506,1208.0,2090
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,3,ct+seg+box,0.475,0.964,1165,1290,43,1208.0,2455
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,5,ct+seg+2box,0.814,0.876,1058,242,150,1208.0,1300
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,6,ct+seg+mask,0.515,0.945,1142,1074,66,1208.0,2216
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,7,ct+seg+2mask,0.953,0.695,839,41,369,1208.0,880
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,1,ct,0.236,0.781,832,2689,233,1065.0,3521
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,2,ct+seg,0.958,0.769,819,36,246,1065.0,855
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,3,ct+seg+box,0.916,0.727,774,71,291,1065.0,845
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,5,ct+seg+2box,0.876,0.773,823,116,242,1065.0,939
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,6,ct+seg+mask,0.822,0.795,847,183,218,1065.0,1030
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,7,ct+seg+2mask,0.954,0.695,740,36,325,1065.0,776
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,1,ct,0.251,0.629,105,313,62,167.0,418
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,2,ct+seg,0.304,0.557,93,213,74,167.0,306
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,3,ct+seg+box,0.918,0.737,123,11,44,167.0,134
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,5,ct+seg+2box,0.791,0.814,136,36,31,167.0,172
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,6,ct+seg+mask,0.923,0.784,131,11,36,167.0,142
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,7,ct+seg+2mask,0.928,0.85,142,11,25,167.0,153
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,1,ct,0.198,0.686,312,1262,143,455.0,1574
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,2,ct+seg,0.707,0.547,249,103,206,455.0,352
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,455,455.0,0
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,5,ct+seg+2box,0.964,0.532,242,9,213,455.0,251
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,1250,455,455.0,1250
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,7,ct+seg+2mask,0.983,0.521,237,4,218,455.0,241
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,1,ct,0.0,0.0,0,2446,237,237.0,2446
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,2,ct+seg,0.019,0.122,29,1492,208,237.0,1521
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,3,ct+seg+box,0.647,0.519,123,67,114,237.0,190
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,5,ct+seg+2box,0.872,0.722,171,25,66,237.0,196
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,6,ct+seg+mask,0.72,0.532,126,49,111,237.0,175
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,7,ct+seg+2mask,0.97,0.692,164,5,73,237.0,169
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,1,ct,0.961,0.717,1149,47,453,1602.0,1196
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,2,ct+seg,0.954,0.743,1191,58,411,1602.0,1249
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,3,ct+seg+box,0.958,0.641,1027,45,575,1602.0,1072
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,5,ct+seg+2box,0.885,0.777,1245,162,357,1602.0,1407
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,6,ct+seg+mask,0.969,0.502,804,26,798,1602.0,830
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,7,ct+seg+2mask,0.952,0.738,1182,60,420,1602.0,1242
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,1,ct,0.0,0.0,0,498,531,531.0,498
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,0,531,531.0,0
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,3,ct+seg+box,0.865,0.448,238,37,293,531.0,275
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,5,ct+seg+2box,0.846,0.64,340,62,191,531.0,402
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,6,ct+seg+mask,0.892,0.45,239,29,292,531.0,268
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,7,ct+seg+2mask,0.895,0.676,359,42,172,531.0,401
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,1,ct,0.052,0.854,123,2242,21,144.0,2365
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,434,144,144.0,434
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,144,144.0,0
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,5,ct+seg+2box,0.776,0.674,97,28,47,144.0,125
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,1259,144,144.0,1259
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,7,ct+seg+2mask,0.9,0.562,81,9,63,144.0,90
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,1,ct,0.062,0.382,52,793,84,136.0,845
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,2,ct+seg,0.026,0.647,88,3328,48,136.0,3416
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,3,ct+seg+box,0.676,0.522,71,34,65,136.0,105
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,5,ct+seg+2box,0.754,0.787,107,35,29,136.0,142
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,6,ct+seg+mask,0.395,0.801,109,167,27,136.0,276
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,7,ct+seg+2mask,0.852,0.846,115,20,21,136.0,135
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,1,ct,0.0,0.0,0,1075,86,86.0,1075
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,2,ct+seg,0.102,0.419,36,316,50,86.0,352
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,3,ct+seg+box,0.246,0.698,60,184,26,86.0,244
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,5,ct+seg+2box,0.5,0.663,57,57,29,86.0,114
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,6,ct+seg+mask,0.189,0.884,76,326,10,86.0,402
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,7,ct+seg+2mask,0.5,0.674,58,58,28,86.0,116
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,1,ct,0.159,0.235,46,243,150,196.0,289
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,2,ct+seg,0.125,0.265,52,363,144,196.0,415
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,3,ct+seg+box,0.927,0.648,127,10,69,196.0,137
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,5,ct+seg+2box,0.848,0.827,162,29,34,196.0,191
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,6,ct+seg+mask,0.991,0.582,114,1,82,196.0,115
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,7,ct+seg+2mask,0.987,0.786,154,2,42,196.0,156
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,1,ct,0.196,0.721,269,1104,104,373.0,1373
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,2,ct+seg,0.857,0.37,138,23,235,373.0,161
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,373,373.0,0
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,5,ct+seg+2box,0.962,0.469,175,7,198,373.0,182
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,27,373,373.0,27
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,7,ct+seg+2mask,0.949,0.496,185,10,188,373.0,195
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,1,ct,0.591,0.859,463,320,76,539.0,783
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,2,ct+seg,0.056,0.954,514,8587,25,539.0,9101
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,3,ct+seg+box,0.947,0.861,464,26,75,539.0,490
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,5,ct+seg+2box,0.858,0.896,483,80,56,539.0,563
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,6,ct+seg+mask,0.937,0.772,416,28,123,539.0,444
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,7,ct+seg+2mask,0.976,0.924,498,12,41,539.0,510
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,1,ct,0.0,0.0,0,153,126,126.0,153
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,2,ct+seg,0.33,0.492,62,126,64,126.0,188
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,3,ct+seg+box,0.679,0.738,93,44,33,126.0,137
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,5,ct+seg+2box,0.674,0.937,118,57,8,126.0,175
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,6,ct+seg+mask,0.71,0.698,88,36,38,126.0,124
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,7,ct+seg+2mask,0.863,0.897,113,18,13,126.0,131
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,1,ct,0.555,0.682,217,174,101,318.0,391
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,2,ct+seg,0.939,0.629,200,13,118,318.0,213
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,3,ct+seg+box,0.821,0.503,160,35,158,318.0,195
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,5,ct+seg+2box,0.911,0.777,247,24,71,318.0,271
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,6,ct+seg+mask,0.781,0.481,153,43,165,318.0,196
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,7,ct+seg+2mask,0.959,0.811,258,11,60,318.0,269
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,1,ct,0.73,0.797,585,216,149,734.0,801
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,2,ct+seg,0.913,0.64,470,45,264,734.0,515
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,3,ct+seg+box,0.848,0.616,452,81,282,734.0,533
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,5,ct+seg+2box,0.763,0.684,502,156,232,734.0,658
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,6,ct+seg+mask,0.699,0.691,507,218,227,734.0,725
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,7,ct+seg+2mask,0.946,0.48,352,20,382,734.0,372
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,1,ct,0.103,0.747,198,1725,67,265.0,1923
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,2,ct+seg,0.03,0.668,177,5682,88,265.0,5859
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,3,ct+seg+box,0.556,0.6,159,127,106,265.0,286
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,5,ct+seg+2box,0.746,0.721,191,65,74,265.0,256
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,6,ct+seg+mask,0.525,0.679,180,163,85,265.0,343
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,7,ct+seg+2mask,0.908,0.785,208,21,57,265.0,229
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,1,ct,0.01,0.004,5,485,1182,1187.0,490
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,2,ct+seg,0.746,0.245,291,99,896,1187.0,390
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,3,ct+seg+box,0.661,0.889,1055,542,132,1187.0,1597
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,5,ct+seg+2box,0.831,0.859,1020,208,167,1187.0,1228
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,6,ct+seg+mask,0.897,0.928,1101,126,86,1187.0,1227
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,7,ct+seg+2mask,0.96,0.859,1020,42,167,1187.0,1062
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,1,ct,0.0,0.0,0,214,257,257.0,214
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,2,ct+seg,0.128,0.494,127,869,130,257.0,996
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,3,ct+seg+box,0.865,0.599,154,24,103,257.0,178
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,5,ct+seg+2box,0.795,0.724,186,48,71,257.0,234
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,6,ct+seg+mask,0.898,0.685,176,20,81,257.0,196
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,7,ct+seg+2mask,0.951,0.759,195,10,62,257.0,205
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,1,ct,0.0,0.0,0,633,171,171.0,633
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,2,ct+seg,0.16,0.906,155,814,16,171.0,969
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,3,ct+seg+box,0.491,0.953,163,169,8,171.0,332
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,5,ct+seg+2box,0.906,0.959,164,17,7,171.0,181
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,6,ct+seg+mask,0.514,0.982,168,159,3,171.0,327
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,7,ct+seg+2mask,1.0,0.901,154,0,17,171.0,154
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,1,ct,0.326,0.733,252,520,92,344.0,772
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,2,ct+seg,0.369,0.846,291,497,53,344.0,788
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,3,ct+seg+box,0.715,0.826,284,113,60,344.0,397
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,5,ct+seg+2box,0.874,0.884,304,44,40,344.0,348
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,6,ct+seg+mask,0.712,0.767,264,107,80,344.0,371
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,7,ct+seg+2mask,0.907,0.852,293,30,51,344.0,323
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,1,ct,0.06,0.108,7,110,58,65.0,117
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,2,ct+seg,0.878,0.662,43,6,22,65.0,49
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,3,ct+seg+box,0.918,0.692,45,4,20,65.0,49
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,5,ct+seg+2box,0.826,0.877,57,12,8,65.0,69
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,6,ct+seg+mask,0.775,0.846,55,16,10,65.0,71
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,7,ct+seg+2mask,0.932,0.846,55,4,10,65.0,59
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,1,ct,0.0,0.0,0,143,781,781.0,143
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,2,ct+seg,0.614,0.872,681,428,100,781.0,1109
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,3,ct+seg+box,0.798,0.84,656,166,125,781.0,822
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,5,ct+seg+2box,0.857,0.859,671,112,110,781.0,783
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,6,ct+seg+mask,0.865,0.823,643,100,138,781.0,743
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,7,ct+seg+2mask,0.919,0.917,716,63,65,781.0,779
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,1,ct,0.933,0.451,461,33,561,1022.0,494
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,2,ct+seg,0.268,0.059,60,164,962,1022.0,224
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,3,ct+seg+box,0.835,0.406,415,82,607,1022.0,497
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,5,ct+seg+2box,0.641,0.894,914,511,108,1022.0,1425
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,6,ct+seg+mask,0.94,0.426,435,28,587,1022.0,463
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,7,ct+seg+2mask,0.903,0.714,730,78,292,1022.0,808
