lesion_name,dataset_id,dataset_name,p,r,tp,fp,fn,volume,pred_volume
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,1,ct,0.16,0.73,325,1710,120,445.0,2035
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,1779,445,445.0,1779
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,3,ct+seg+box,0.792,0.901,401,105,44,445.0,506
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,5,ct+seg+2box,0.958,0.764,340,15,105,445.0,355
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,6,ct+seg+mask,0.857,0.838,373,62,72,445.0,435
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,7,ct+seg+2mask,0.992,0.593,264,2,181,445.0,266
ULSDL3D_001596_03_02_197_lesion_01.nii.gz,1,ct,0.529,0.749,499,444,167,666.0,943
ULSDL3D_001596_03_02_197_lesion_01.nii.gz,2,ct+seg,0.677,0.447,298,142,368,666.0,440
ULSDL3D_001596_03_02_197_lesion_01.nii.gz,3,ct+seg+box,0.759,0.656,437,139,229,666.0,576
ULSDL3D_001596_03_02_197_lesion_01.nii.gz,5,ct+seg+2box,0.79,0.745,496,132,170,666.0,628
ULSDL3D_001596_03_02_197_lesion_01.nii.gz,6,ct+seg+mask,0.729,0.752,501,186,165,666.0,687
ULSDL3D_001596_03_02_197_lesion_01.nii.gz,7,ct+seg+2mask,0.9,0.733,488,54,178,666.0,542
ULSDL3D_001596_03_02_448_lesion_01.nii.gz,1,ct,0.098,0.426,360,3325,485,845.0,3685
ULSDL3D_001596_03_02_448_lesion_01.nii.gz,2,ct+seg,0.653,0.349,295,157,550,845.0,452
ULSDL3D_001596_03_02_448_lesion_01.nii.gz,3,ct+seg+box,0.263,0.981,829,2325,16,845.0,3154
ULSDL3D_001596_03_02_448_lesion_01.nii.gz,5,ct+seg+2box,0.914,0.702,593,56,252,845.0,649
ULSDL3D_001596_03_02_448_lesion_01.nii.gz,6,ct+seg+mask,0.333,0.964,815,1630,30,845.0,2445
ULSDL3D_001596_03_02_448_lesion_01.nii.gz,7,ct+seg+2mask,0.955,0.677,572,27,273,845.0,599
ULSDL3D_001736_07_02_062_lesion_01.nii.gz,1,ct,0.0,0.0,0,90,2986,2986.0,90
ULSDL3D_001736_07_02_062_lesion_01.nii.gz,2,ct+seg,0.004,0.024,72,16499,2914,2986.0,16571
ULSDL3D_001736_07_02_062_lesion_01.nii.gz,3,ct+seg+box,0.483,0.877,2618,2806,368,2986.0,5424
ULSDL3D_001736_07_02_062_lesion_01.nii.gz,5,ct+seg+2box,0.834,0.883,2638,525,348,2986.0,3163
ULSDL3D_001736_07_02_062_lesion_01.nii.gz,6,ct+seg+mask,0.468,0.941,2810,3192,176,2986.0,6002
ULSDL3D_001736_07_02_062_lesion_01.nii.gz,7,ct+seg+2mask,0.88,0.967,2887,393,99,2986.0,3280
ULSDL3D_001775_03_01_024_lesion_01.nii.gz,1,ct,0.914,0.513,255,24,242,497.0,279
ULSDL3D_001775_03_01_024_lesion_01.nii.gz,2,ct+seg,0.983,0.688,342,6,155,497.0,348
ULSDL3D_001775_03_01_024_lesion_01.nii.gz,3,ct+seg+box,0.945,0.344,171,10,326,497.0,181
ULSDL3D_001775_03_01_024_lesion_01.nii.gz,5,ct+seg+2box,0.741,0.765,380,133,117,497.0,513
ULSDL3D_001775_03_01_024_lesion_01.nii.gz,6,ct+seg+mask,0.952,0.32,159,8,338,497.0,167
ULSDL3D_001775_03_01_024_lesion_01.nii.gz,7,ct+seg+2mask,0.96,0.869,432,18,65,497.0,450
ULSDL3D_001867_01_01_047_lesion_01.nii.gz,1,ct,0.171,0.523,280,1361,255,535.0,1641
ULSDL3D_001867_01_01_047_lesion_01.nii.gz,2,ct+seg,0.707,0.243,130,54,405,535.0,184
ULSDL3D_001867_01_01_047_lesion_01.nii.gz,3,ct+seg+box,0.63,0.778,416,244,119,535.0,660
ULSDL3D_001867_01_01_047_lesion_01.nii.gz,5,ct+seg+2box,0.807,0.787,421,101,114,535.0,522
ULSDL3D_001867_01_01_047_lesion_01.nii.gz,6,ct+seg+mask,0.849,0.643,344,61,191,535.0,405
ULSDL3D_001867_01_01_047_lesion_01.nii.gz,7,ct+seg+2mask,0.922,0.688,368,31,167,535.0,399
ULSDL3D_001874_01_01_381_lesion_01.nii.gz,1,ct,0.044,0.176,45,981,210,255.0,1026
ULSDL3D_001874_01_01_381_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,700,255,255.0,700
ULSDL3D_001874_01_01_381_lesion_01.nii.gz,3,ct+seg+box,0.518,0.914,233,217,22,255.0,450
ULSDL3D_001874_01_01_381_lesion_01.nii.gz,5,ct+seg+2box,0.646,0.867,221,121,34,255.0,342
ULSDL3D_001874_01_01_381_lesion_01.nii.gz,6,ct+seg+mask,0.594,0.914,233,159,22,255.0,392
ULSDL3D_001874_01_01_381_lesion_01.nii.gz,7,ct+seg+2mask,0.87,0.71,181,27,74,255.0,208
ULSDL3D_001933_02_01_098_lesion_01.nii.gz,1,ct,0.0,0.0,0,1372,210,210.0,1372
ULSDL3D_001933_02_01_098_lesion_01.nii.gz,2,ct+seg,0.012,0.371,78,6610,132,210.0,6688
ULSDL3D_001933_02_01_098_lesion_01.nii.gz,3,ct+seg+box,0.688,0.419,88,40,122,210.0,128
ULSDL3D_001933_02_01_098_lesion_01.nii.gz,5,ct+seg+2box,0.595,0.671,141,96,69,210.0,237
ULSDL3D_001933_02_01_098_lesion_01.nii.gz,6,ct+seg+mask,0.804,0.41,86,21,124,210.0,107
ULSDL3D_001933_02_01_098_lesion_01.nii.gz,7,ct+seg+2mask,0.859,0.757,159,26,51,210.0,185
ULSDL3D_001970_06_01_069_lesion_01.nii.gz,1,ct,0.136,1.0,122,772,0,122.0,894
ULSDL3D_001970_06_01_069_lesion_01.nii.gz,2,ct+seg,0.7,0.689,84,36,38,122.0,120
ULSDL3D_001970_06_01_069_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,122,122.0,0
ULSDL3D_001970_06_01_069_lesion_01.nii.gz,5,ct+seg+2box,0.848,0.73,89,16,33,122.0,105
ULSDL3D_001970_06_01_069_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,0,122,122.0,0
ULSDL3D_001970_06_01_069_lesion_01.nii.gz,7,ct+seg+2mask,0.856,0.631,77,13,45,122.0,90
ULSDL3D_001970_07_01_070_lesion_01.nii.gz,1,ct,0.103,1.0,135,1179,0,135.0,1314
ULSDL3D_001970_07_01_070_lesion_01.nii.gz,2,ct+seg,0.754,0.681,92,30,43,135.0,122
ULSDL3D_001970_07_01_070_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,135,135.0,0
ULSDL3D_001970_07_01_070_lesion_01.nii.gz,5,ct+seg+2box,0.934,0.526,71,5,64,135.0,76
ULSDL3D_001970_07_01_070_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,92,135,135.0,92
ULSDL3D_001970_07_01_070_lesion_01.nii.gz,7,ct+seg+2mask,0.933,0.519,70,5,65,135.0,75
ULSDL3D_002035_02_01_039_lesion_01.nii.gz,1,ct,0.406,0.592,170,249,117,287.0,419
ULSDL3D_002035_02_01_039_lesion_01.nii.gz,2,ct+seg,0.099,0.659,189,1720,98,287.0,1909
ULSDL3D_002035_02_01_039_lesion_01.nii.gz,3,ct+seg+box,0.708,0.784,225,93,62,287.0,318
ULSDL3D_002035_02_01_039_lesion_01.nii.gz,5,ct+seg+2box,0.691,0.833,239,107,48,287.0,346
ULSDL3D_002035_02_01_039_lesion_01.nii.gz,6,ct+seg+mask,0.636,0.878,252,144,35,287.0,396
ULSDL3D_002035_02_01_039_lesion_01.nii.gz,7,ct+seg+2mask,0.715,0.777,223,89,64,287.0,312
ULSDL3D_002046_01_01_070_lesion_01.nii.gz,1,ct,0.764,0.936,336,104,23,359.0,440
ULSDL3D_002046_01_01_070_lesion_01.nii.gz,2,ct+seg,0.94,0.919,330,21,29,359.0,351
ULSDL3D_002046_01_01_070_lesion_01.nii.gz,3,ct+seg+box,0.952,0.602,216,11,143,359.0,227
ULSDL3D_002046_01_01_070_lesion_01.nii.gz,5,ct+seg+2box,0.938,0.836,300,20,59,359.0,320
ULSDL3D_002046_01_01_070_lesion_01.nii.gz,6,ct+seg+mask,0.995,0.51,183,1,176,359.0,184
ULSDL3D_002046_01_01_070_lesion_01.nii.gz,7,ct+seg+2mask,0.974,0.838,301,8,58,359.0,309
ULSDL3D_002116_01_01_116_lesion_01.nii.gz,1,ct,0.957,0.918,661,30,59,720.0,691
ULSDL3D_002116_01_01_116_lesion_01.nii.gz,2,ct+seg,0.956,0.938,675,31,45,720.0,706
ULSDL3D_002116_01_01_116_lesion_01.nii.gz,3,ct+seg+box,0.945,0.914,658,38,62,720.0,696
ULSDL3D_002116_01_01_116_lesion_01.nii.gz,5,ct+seg+2box,0.961,0.864,622,25,98,720.0,647
ULSDL3D_002116_01_01_116_lesion_01.nii.gz,6,ct+seg+mask,0.917,0.91,655,59,65,720.0,714
ULSDL3D_002116_01_01_116_lesion_01.nii.gz,7,ct+seg+2mask,0.972,0.915,659,19,61,720.0,678
ULSDL3D_002135_01_02_213_lesion_01.nii.gz,1,ct,0.79,0.537,1163,310,1003,2166.0,1473
ULSDL3D_002135_01_02_213_lesion_01.nii.gz,2,ct+seg,0.02,0.001,3,150,2163,2166.0,153
ULSDL3D_002135_01_02_213_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,2166,2166.0,0
ULSDL3D_002135_01_02_213_lesion_01.nii.gz,5,ct+seg+2box,0.619,0.773,1675,1032,491,2166.0,2707
ULSDL3D_002135_01_02_213_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,438,2166,2166.0,438
ULSDL3D_002135_01_02_213_lesion_01.nii.gz,7,ct+seg+2mask,0.621,0.854,1850,1128,316,2166.0,2978
ULSDL3D_002176_01_01_058_lesion_01.nii.gz,1,ct,0.0,0.0,0,841,108,108.0,841
ULSDL3D_002176_01_01_058_lesion_01.nii.gz,2,ct+seg,0.511,0.833,90,86,18,108.0,176
ULSDL3D_002176_01_01_058_lesion_01.nii.gz,3,ct+seg+box,0.723,0.63,68,26,40,108.0,94
ULSDL3D_002176_01_01_058_lesion_01.nii.gz,5,ct+seg+2box,0.806,0.731,79,19,29,108.0,98
ULSDL3D_002176_01_01_058_lesion_01.nii.gz,6,ct+seg+mask,0.687,0.63,68,31,40,108.0,99
ULSDL3D_002176_01_01_058_lesion_01.nii.gz,7,ct+seg+2mask,0.955,0.593,64,3,44,108.0,67
ULSDL3D_002187_01_01_090_lesion_01.nii.gz,1,ct,0.053,0.767,310,5590,94,404.0,5900
ULSDL3D_002187_01_01_090_lesion_01.nii.gz,2,ct+seg,0.11,0.691,279,2252,125,404.0,2531
ULSDL3D_002187_01_01_090_lesion_01.nii.gz,3,ct+seg+box,0.964,0.661,267,10,137,404.0,277
ULSDL3D_002187_01_01_090_lesion_01.nii.gz,5,ct+seg+2box,0.906,0.743,300,31,104,404.0,331
ULSDL3D_002187_01_01_090_lesion_01.nii.gz,6,ct+seg+mask,0.948,0.723,292,16,112,404.0,308
ULSDL3D_002187_01_01_090_lesion_01.nii.gz,7,ct+seg+2mask,0.895,0.785,317,37,87,404.0,354
ULSDL3D_002358_02_03_017_lesion_01.nii.gz,1,ct,0.0,0.0,0,1725,568,568.0,1725
ULSDL3D_002358_02_03_017_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,30,568,568.0,30
ULSDL3D_002358_02_03_017_lesion_01.nii.gz,3,ct+seg+box,0.967,0.363,206,7,362,568.0,213
ULSDL3D_002358_02_03_017_lesion_01.nii.gz,5,ct+seg+2box,0.929,0.692,393,30,175,568.0,423
ULSDL3D_002358_02_03_017_lesion_01.nii.gz,6,ct+seg+mask,0.957,0.43,244,11,324,568.0,255
ULSDL3D_002358_02_03_017_lesion_01.nii.gz,7,ct+seg+2mask,0.949,0.625,355,19,213,568.0,374
ULSDL3D_002385_01_01_234_lesion_01.nii.gz,1,ct,0.079,0.967,175,2039,6,181.0,2214
ULSDL3D_002385_01_01_234_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,300,181,181.0,300
ULSDL3D_002385_01_01_234_lesion_01.nii.gz,3,ct+seg+box,0.986,0.392,71,1,110,181.0,72
ULSDL3D_002385_01_01_234_lesion_01.nii.gz,5,ct+seg+2box,0.98,0.53,96,2,85,181.0,98
ULSDL3D_002385_01_01_234_lesion_01.nii.gz,6,ct+seg+mask,0.889,0.486,88,11,93,181.0,99
ULSDL3D_002385_01_01_234_lesion_01.nii.gz,7,ct+seg+2mask,0.951,0.536,97,5,84,181.0,102
ULSDL3D_002386_01_01_131_lesion_01.nii.gz,1,ct,0.975,0.639,578,15,327,905.0,593
ULSDL3D_002386_01_01_131_lesion_01.nii.gz,2,ct+seg,0.602,0.909,823,543,82,905.0,1366
ULSDL3D_002386_01_01_131_lesion_01.nii.gz,3,ct+seg+box,0.97,0.863,781,24,124,905.0,805
ULSDL3D_002386_01_01_131_lesion_01.nii.gz,5,ct+seg+2box,0.879,0.952,862,119,43,905.0,981
ULSDL3D_002386_01_01_131_lesion_01.nii.gz,6,ct+seg+mask,0.908,0.891,806,82,99,905.0,888
ULSDL3D_002386_01_01_131_lesion_01.nii.gz,7,ct+seg+2mask,0.948,0.951,861,47,44,905.0,908
ULSDL3D_002406_01_02_354_lesion_01.nii.gz,1,ct,0.457,0.767,864,1025,263,1127.0,1889
ULSDL3D_002406_01_02_354_lesion_01.nii.gz,2,ct+seg,0.391,0.482,543,847,584,1127.0,1390
ULSDL3D_002406_01_02_354_lesion_01.nii.gz,3,ct+seg+box,0.926,0.589,664,53,463,1127.0,717
ULSDL3D_002406_01_02_354_lesion_01.nii.gz,5,ct+seg+2box,0.927,0.867,977,77,150,1127.0,1054
ULSDL3D_002406_01_02_354_lesion_01.nii.gz,6,ct+seg+mask,0.971,0.677,763,23,364,1127.0,786
ULSDL3D_002406_01_02_354_lesion_01.nii.gz,7,ct+seg+2mask,0.981,0.831,937,18,190,1127.0,955
ULSDL3D_002406_02_01_345_lesion_01.nii.gz,1,ct,0.0,0.0,0,2477,1380,1380.0,2477
ULSDL3D_002406_02_01_345_lesion_01.nii.gz,2,ct+seg,1.0,0.054,75,0,1305,1380.0,75
ULSDL3D_002406_02_01_345_lesion_01.nii.gz,3,ct+seg+box,0.926,0.609,841,67,539,1380.0,908
ULSDL3D_002406_02_01_345_lesion_01.nii.gz,5,ct+seg+2box,0.867,0.798,1101,169,279,1380.0,1270
ULSDL3D_002406_02_01_345_lesion_01.nii.gz,6,ct+seg+mask,0.962,0.651,898,35,482,1380.0,933
ULSDL3D_002406_02_01_345_lesion_01.nii.gz,7,ct+seg+2mask,0.968,0.751,1036,34,344,1380.0,1070
ULSDL3D_002418_03_01_034_lesion_01.nii.gz,1,ct,0.0,0.0,0,53,244,244.0,53
ULSDL3D_002418_03_01_034_lesion_01.nii.gz,2,ct+seg,0.971,0.553,135,4,109,244.0,139
ULSDL3D_002418_03_01_034_lesion_01.nii.gz,3,ct+seg+box,0.908,0.73,178,18,66,244.0,196
ULSDL3D_002418_03_01_034_lesion_01.nii.gz,5,ct+seg+2box,0.741,0.889,217,76,27,244.0,293
ULSDL3D_002418_03_01_034_lesion_01.nii.gz,6,ct+seg+mask,0.881,0.701,171,23,73,244.0,194
ULSDL3D_002418_03_01_034_lesion_01.nii.gz,7,ct+seg+2mask,0.957,0.82,200,9,44,244.0,209
ULSDL3D_002432_02_01_226_lesion_01.nii.gz,1,ct,0.349,0.763,206,385,64,270.0,591
ULSDL3D_002432_02_01_226_lesion_01.nii.gz,2,ct+seg,0.416,0.374,101,142,169,270.0,243
ULSDL3D_002432_02_01_226_lesion_01.nii.gz,3,ct+seg+box,0.952,0.667,180,9,90,270.0,189
ULSDL3D_002432_02_01_226_lesion_01.nii.gz,5,ct+seg+2box,0.947,0.659,178,10,92,270.0,188
ULSDL3D_002432_02_01_226_lesion_01.nii.gz,6,ct+seg+mask,0.878,0.856,231,32,39,270.0,263
ULSDL3D_002432_02_01_226_lesion_01.nii.gz,7,ct+seg+2mask,1.0,0.63,170,0,100,270.0,170
ULSDL3D_002455_01_01_149_lesion_01.nii.gz,1,ct,0.211,0.977,259,967,6,265.0,1226
ULSDL3D_002455_01_01_149_lesion_01.nii.gz,2,ct+seg,0.676,0.694,184,88,81,265.0,272
ULSDL3D_002455_01_01_149_lesion_01.nii.gz,3,ct+seg+box,0.871,0.762,202,30,63,265.0,232
ULSDL3D_002455_01_01_149_lesion_01.nii.gz,5,ct+seg+2box,0.938,0.626,166,11,99,265.0,177
ULSDL3D_002455_01_01_149_lesion_01.nii.gz,6,ct+seg+mask,0.707,0.8,212,88,53,265.0,300
ULSDL3D_002455_01_01_149_lesion_01.nii.gz,7,ct+seg+2mask,0.954,0.623,165,8,100,265.0,173
ULSDL3D_002464_01_01_243_lesion_01.nii.gz,1,ct,0.261,0.209,382,1082,1444,1826.0,1464
ULSDL3D_002464_01_01_243_lesion_01.nii.gz,2,ct+seg,0.782,0.283,516,144,1310,1826.0,660
ULSDL3D_002464_01_01_243_lesion_01.nii.gz,3,ct+seg+box,0.451,0.608,1110,1349,716,1826.0,2459
ULSDL3D_002464_01_01_243_lesion_01.nii.gz,5,ct+seg+2box,0.424,0.811,1481,2013,345,1826.0,3494
ULSDL3D_002464_01_01_243_lesion_01.nii.gz,6,ct+seg+mask,0.584,0.521,951,677,875,1826.0,1628
ULSDL3D_002464_01_01_243_lesion_01.nii.gz,7,ct+seg+2mask,0.747,0.693,1265,428,561,1826.0,1693
ULSDL3D_002561_05_01_032_lesion_01.nii.gz,1,ct,0.047,0.379,86,1735,141,227.0,1821
ULSDL3D_002561_05_01_032_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,255,227,227.0,255
ULSDL3D_002561_05_01_032_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,227,227.0,0
ULSDL3D_002561_05_01_032_lesion_01.nii.gz,5,ct+seg+2box,0.88,0.775,176,24,51,227.0,200
ULSDL3D_002561_05_01_032_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,896,227,227.0,896
ULSDL3D_002561_05_01_032_lesion_01.nii.gz,7,ct+seg+2mask,0.916,0.718,163,15,64,227.0,178
ULSDL3D_002642_01_02_022_lesion_01.nii.gz,1,ct,0.476,0.537,79,87,68,147.0,166
ULSDL3D_002642_01_02_022_lesion_01.nii.gz,2,ct+seg,0.978,0.605,89,2,58,147.0,91
ULSDL3D_002642_01_02_022_lesion_01.nii.gz,3,ct+seg+box,0.884,0.776,114,15,33,147.0,129
ULSDL3D_002642_01_02_022_lesion_01.nii.gz,5,ct+seg+2box,0.796,0.905,133,34,14,147.0,167
ULSDL3D_002642_01_02_022_lesion_01.nii.gz,6,ct+seg+mask,0.889,0.816,120,15,27,147.0,135
ULSDL3D_002642_01_02_022_lesion_01.nii.gz,7,ct+seg+2mask,0.955,0.857,126,6,21,147.0,132
ULSDL3D_002656_01_01_023_lesion_01.nii.gz,1,ct,0.0,0.0,0,213,59,59.0,213
ULSDL3D_002656_01_01_023_lesion_01.nii.gz,2,ct+seg,0.097,0.966,57,530,2,59.0,587
ULSDL3D_002656_01_01_023_lesion_01.nii.gz,3,ct+seg+box,0.629,0.949,56,33,3,59.0,89
ULSDL3D_002656_01_01_023_lesion_01.nii.gz,5,ct+seg+2box,0.963,0.881,52,2,7,59.0,54
ULSDL3D_002656_01_01_023_lesion_01.nii.gz,6,ct+seg+mask,0.644,0.983,58,32,1,59.0,90
ULSDL3D_002656_01_01_023_lesion_01.nii.gz,7,ct+seg+2mask,1.0,0.898,53,0,6,59.0,53
ULSDL3D_002774_01_01_029_lesion_01.nii.gz,1,ct,0.0,0.0,0,51,297,297.0,51
ULSDL3D_002774_01_01_029_lesion_01.nii.gz,2,ct+seg,0.572,0.532,158,118,139,297.0,276
ULSDL3D_002774_01_01_029_lesion_01.nii.gz,3,ct+seg+box,0.522,0.879,261,239,36,297.0,500
ULSDL3D_002774_01_01_029_lesion_01.nii.gz,5,ct+seg+2box,0.783,0.936,278,77,19,297.0,355
ULSDL3D_002774_01_01_029_lesion_01.nii.gz,6,ct+seg+mask,0.612,0.997,296,188,1,297.0,484
ULSDL3D_002774_01_01_029_lesion_01.nii.gz,7,ct+seg+2mask,0.982,0.909,270,5,27,297.0,275
ULSDL3D_002783_04_01_330_lesion_01.nii.gz,1,ct,0.0,0.0,0,2371,275,275.0,2371
ULSDL3D_002783_04_01_330_lesion_01.nii.gz,2,ct+seg,0.022,0.029,8,357,267,275.0,365
ULSDL3D_002783_04_01_330_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,275,275.0,0
ULSDL3D_002783_04_01_330_lesion_01.nii.gz,5,ct+seg+2box,0.501,0.887,244,243,31,275.0,487
ULSDL3D_002783_04_01_330_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,1359,275,275.0,1359
ULSDL3D_002783_04_01_330_lesion_01.nii.gz,7,ct+seg+2mask,0.457,0.964,265,315,10,275.0,580
ULSDL3D_002796_03_02_404_lesion_01.nii.gz,1,ct,0.491,0.497,801,831,810,1611.0,1632
ULSDL3D_002796_03_02_404_lesion_01.nii.gz,2,ct+seg,0.962,0.765,1233,49,378,1611.0,1282
ULSDL3D_002796_03_02_404_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,1611,1611.0,0
ULSDL3D_002796_03_02_404_lesion_01.nii.gz,5,ct+seg+2box,0.8,0.884,1424,357,187,1611.0,1781
ULSDL3D_002796_03_02_404_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,762,1611,1611.0,762
ULSDL3D_002796_03_02_404_lesion_01.nii.gz,7,ct+seg+2mask,0.884,0.868,1398,183,213,1611.0,1581
ULSDL3D_002812_08_01_090_lesion_01.nii.gz,1,ct,0.0,0.0,0,96,115,115.0,96
ULSDL3D_002812_08_01_090_lesion_01.nii.gz,2,ct+seg,0.266,0.635,73,201,42,115.0,274
ULSDL3D_002812_08_01_090_lesion_01.nii.gz,3,ct+seg+box,0.846,0.861,99,18,16,115.0,117
ULSDL3D_002812_08_01_090_lesion_01.nii.gz,5,ct+seg+2box,0.85,0.983,113,20,2,115.0,133
ULSDL3D_002812_08_01_090_lesion_01.nii.gz,6,ct+seg+mask,0.785,0.887,102,28,13,115.0,130
ULSDL3D_002812_08_01_090_lesion_01.nii.gz,7,ct+seg+2mask,0.972,0.896,103,3,12,115.0,106
ULSDL3D_002885_07_02_456_lesion_01.nii.gz,1,ct,0.795,0.909,1494,385,149,1643.0,1879
ULSDL3D_002885_07_02_456_lesion_01.nii.gz,2,ct+seg,0.937,0.898,1476,99,167,1643.0,1575
ULSDL3D_002885_07_02_456_lesion_01.nii.gz,3,ct+seg+box,0.969,0.526,865,28,778,1643.0,893
ULSDL3D_002885_07_02_456_lesion_01.nii.gz,5,ct+seg+2box,0.9,0.858,1409,156,234,1643.0,1565
ULSDL3D_002885_07_02_456_lesion_01.nii.gz,6,ct+seg+mask,0.974,0.594,976,26,667,1643.0,1002
ULSDL3D_002885_07_02_456_lesion_01.nii.gz,7,ct+seg+2mask,0.962,0.884,1453,57,190,1643.0,1510
ULSDL3D_002900_01_01_073_lesion_01.nii.gz,1,ct,0.0,0.0,0,711,81,81.0,711
ULSDL3D_002900_01_01_073_lesion_01.nii.gz,2,ct+seg,0.144,0.691,56,333,25,81.0,389
ULSDL3D_002900_01_01_073_lesion_01.nii.gz,3,ct+seg+box,0.425,0.975,79,107,2,81.0,186
ULSDL3D_002900_01_01_073_lesion_01.nii.gz,5,ct+seg+2box,0.594,0.975,79,54,2,81.0,133
ULSDL3D_002900_01_01_073_lesion_01.nii.gz,6,ct+seg+mask,0.576,0.988,80,59,1,81.0,139
ULSDL3D_002900_01_01_073_lesion_01.nii.gz,7,ct+seg+2mask,0.962,0.951,77,3,4,81.0,80
ULSDL3D_002935_04_02_013_lesion_01.nii.gz,1,ct,0.14,0.759,88,542,28,116.0,630
ULSDL3D_002935_04_02_013_lesion_01.nii.gz,2,ct+seg,0.245,0.793,92,283,24,116.0,375
ULSDL3D_002935_04_02_013_lesion_01.nii.gz,3,ct+seg+box,0.841,0.819,95,18,21,116.0,113
ULSDL3D_002935_04_02_013_lesion_01.nii.gz,5,ct+seg+2box,0.937,0.897,104,7,12,116.0,111
ULSDL3D_002935_04_02_013_lesion_01.nii.gz,6,ct+seg+mask,0.804,0.776,90,22,26,116.0,112
ULSDL3D_002935_04_02_013_lesion_01.nii.gz,7,ct+seg+2mask,0.982,0.922,107,2,9,116.0,109
ULSDL3D_002948_02_02_138_lesion_01.nii.gz,1,ct,0.973,0.653,2658,74,1410,4068.0,2732
ULSDL3D_002948_02_02_138_lesion_01.nii.gz,2,ct+seg,0.981,0.711,2892,56,1176,4068.0,2948
ULSDL3D_002948_02_02_138_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,4068,4068.0,0
ULSDL3D_002948_02_02_138_lesion_01.nii.gz,5,ct+seg+2box,0.805,0.827,3365,814,703,4068.0,4179
ULSDL3D_002948_02_02_138_lesion_01.nii.gz,6,ct+seg+mask,0.84,0.37,1505,287,2563,4068.0,1792
ULSDL3D_002948_02_02_138_lesion_01.nii.gz,7,ct+seg+2mask,0.874,0.733,2983,430,1085,4068.0,3413
ULSDL3D_002965_02_01_037_lesion_01.nii.gz,1,ct,0.355,0.93,280,508,21,301.0,788
ULSDL3D_002965_02_01_037_lesion_01.nii.gz,2,ct+seg,0.214,0.89,268,987,33,301.0,1255
ULSDL3D_002965_02_01_037_lesion_01.nii.gz,3,ct+seg+box,0.893,0.917,276,33,25,301.0,309
ULSDL3D_002965_02_01_037_lesion_01.nii.gz,5,ct+seg+2box,0.882,0.897,270,36,31,301.0,306
ULSDL3D_002965_02_01_037_lesion_01.nii.gz,6,ct+seg+mask,0.911,0.914,275,27,26,301.0,302
ULSDL3D_002965_02_01_037_lesion_01.nii.gz,7,ct+seg+2mask,0.958,0.917,276,12,25,301.0,288
ULSDL3D_002965_02_01_060_lesion_01.nii.gz,1,ct,0.0,0.0,0,1105,211,211.0,1105
ULSDL3D_002965_02_01_060_lesion_01.nii.gz,2,ct+seg,0.013,0.716,151,11511,60,211.0,11662
ULSDL3D_002965_02_01_060_lesion_01.nii.gz,3,ct+seg+box,0.78,0.555,117,33,94,211.0,150
ULSDL3D_002965_02_01_060_lesion_01.nii.gz,5,ct+seg+2box,0.704,0.664,140,59,71,211.0,199
ULSDL3D_002965_02_01_060_lesion_01.nii.gz,6,ct+seg+mask,0.821,0.564,119,26,92,211.0,145
ULSDL3D_002965_02_01_060_lesion_01.nii.gz,7,ct+seg+2mask,0.944,0.872,184,11,27,211.0,195
ULSDL3D_002987_01_01_018_lesion_01.nii.gz,1,ct,0.8,0.8,124,31,31,155.0,155
ULSDL3D_002987_01_01_018_lesion_01.nii.gz,2,ct+seg,0.929,0.671,104,8,51,155.0,112
ULSDL3D_002987_01_01_018_lesion_01.nii.gz,3,ct+seg+box,0.98,0.639,99,2,56,155.0,101
ULSDL3D_002987_01_01_018_lesion_01.nii.gz,5,ct+seg+2box,0.766,0.865,134,41,21,155.0,175
ULSDL3D_002987_01_01_018_lesion_01.nii.gz,6,ct+seg+mask,0.98,0.632,98,2,57,155.0,100
ULSDL3D_002987_01_01_018_lesion_01.nii.gz,7,ct+seg+2mask,0.89,0.832,129,16,26,155.0,145
ULSDL3D_002987_02_01_083_lesion_01.nii.gz,1,ct,0.365,0.839,769,1340,148,917.0,2109
